mobility_type,x_time,y_ridership_change,state,city,x_date
retail_and_recreation_percent_change_from_baseline,372072,,Texas,Madison County,07-Aug
grocery_and_pharmacy_percent_change_from_baseline,372072,-4.0,Texas,Madison County,07-Aug
parks_percent_change_from_baseline,372072,,Texas,Madison County,07-Aug
transit_stations_percent_change_from_baseline,372072,,Texas,Madison County,07-Aug
workplaces_percent_change_from_baseline,372072,-28.0,Texas,Madison County,07-Aug
residential_percent_change_from_baseline,372072,,Texas,Madison County,07-Aug
retail_and_recreation_percent_change_from_baseline,372073,,Texas,Madison County,08-Aug
grocery_and_pharmacy_percent_change_from_baseline,372073,-9.0,Texas,Madison County,08-Aug
parks_percent_change_from_baseline,372073,,Texas,Madison County,08-Aug
transit_stations_percent_change_from_baseline,372073,,Texas,Madison County,08-Aug
workplaces_percent_change_from_baseline,372073,,Texas,Madison County,08-Aug
residential_percent_change_from_baseline,372073,,Texas,Madison County,08-Aug
retail_and_recreation_percent_change_from_baseline,372074,,Texas,Madison County,09-Aug
grocery_and_pharmacy_percent_change_from_baseline,372074,-3.0,Texas,Madison County,09-Aug
parks_percent_change_from_baseline,372074,,Texas,Madison County,09-Aug
transit_stations_percent_change_from_baseline,372074,,Texas,Madison County,09-Aug
workplaces_percent_change_from_baseline,372074,,Texas,Madison County,09-Aug
residential_percent_change_from_baseline,372074,,Texas,Madison County,09-Aug
retail_and_recreation_percent_change_from_baseline,372075,,Texas,Madison County,10-Aug
grocery_and_pharmacy_percent_change_from_baseline,372075,3.0,Texas,Madison County,10-Aug
parks_percent_change_from_baseline,372075,,Texas,Madison County,10-Aug
transit_stations_percent_change_from_baseline,372075,,Texas,Madison County,10-Aug
workplaces_percent_change_from_baseline,372075,-25.0,Texas,Madison County,10-Aug
residential_percent_change_from_baseline,372075,,Texas,Madison County,10-Aug
retail_and_recreation_percent_change_from_baseline,372076,,Texas,Madison County,11-Aug
grocery_and_pharmacy_percent_change_from_baseline,372076,,Texas,Madison County,11-Aug
parks_percent_change_from_baseline,372076,,Texas,Madison County,11-Aug
transit_stations_percent_change_from_baseline,372076,,Texas,Madison County,11-Aug
workplaces_percent_change_from_baseline,372076,-28.0,Texas,Madison County,11-Aug
residential_percent_change_from_baseline,372076,,Texas,Madison County,11-Aug
retail_and_recreation_percent_change_from_baseline,372077,,Texas,Madison County,12-Aug
grocery_and_pharmacy_percent_change_from_baseline,372077,,Texas,Madison County,12-Aug
parks_percent_change_from_baseline,372077,,Texas,Madison County,12-Aug
transit_stations_percent_change_from_baseline,372077,,Texas,Madison County,12-Aug
workplaces_percent_change_from_baseline,372077,-24.0,Texas,Madison County,12-Aug
residential_percent_change_from_baseline,372077,,Texas,Madison County,12-Aug
retail_and_recreation_percent_change_from_baseline,372078,,Texas,Madison County,13-Aug
grocery_and_pharmacy_percent_change_from_baseline,372078,6.0,Texas,Madison County,13-Aug
parks_percent_change_from_baseline,372078,,Texas,Madison County,13-Aug
transit_stations_percent_change_from_baseline,372078,,Texas,Madison County,13-Aug
workplaces_percent_change_from_baseline,372078,-25.0,Texas,Madison County,13-Aug
residential_percent_change_from_baseline,372078,,Texas,Madison County,13-Aug
retail_and_recreation_percent_change_from_baseline,372079,,Texas,Madison County,14-Aug
grocery_and_pharmacy_percent_change_from_baseline,372079,4.0,Texas,Madison County,14-Aug
parks_percent_change_from_baseline,372079,,Texas,Madison County,14-Aug
transit_stations_percent_change_from_baseline,372079,,Texas,Madison County,14-Aug
workplaces_percent_change_from_baseline,372079,-26.0,Texas,Madison County,14-Aug
residential_percent_change_from_baseline,372079,,Texas,Madison County,14-Aug
retail_and_recreation_percent_change_from_baseline,372080,,Texas,Madison County,15-Aug
grocery_and_pharmacy_percent_change_from_baseline,372080,3.0,Texas,Madison County,15-Aug
parks_percent_change_from_baseline,372080,,Texas,Madison County,15-Aug
transit_stations_percent_change_from_baseline,372080,,Texas,Madison County,15-Aug
workplaces_percent_change_from_baseline,372080,-26.0,Texas,Madison County,15-Aug
residential_percent_change_from_baseline,372080,,Texas,Madison County,15-Aug
retail_and_recreation_percent_change_from_baseline,372081,,Texas,Madison County,16-Aug
grocery_and_pharmacy_percent_change_from_baseline,372081,6.0,Texas,Madison County,16-Aug
parks_percent_change_from_baseline,372081,,Texas,Madison County,16-Aug
transit_stations_percent_change_from_baseline,372081,,Texas,Madison County,16-Aug
workplaces_percent_change_from_baseline,372081,,Texas,Madison County,16-Aug
residential_percent_change_from_baseline,372081,,Texas,Madison County,16-Aug
retail_and_recreation_percent_change_from_baseline,372082,,Texas,Madison County,11-Sep
grocery_and_pharmacy_percent_change_from_baseline,372082,-15.0,Texas,Madison County,11-Sep
parks_percent_change_from_baseline,372082,,Texas,Madison County,11-Sep
transit_stations_percent_change_from_baseline,372082,,Texas,Madison County,11-Sep
workplaces_percent_change_from_baseline,372082,-21.0,Texas,Madison County,11-Sep
residential_percent_change_from_baseline,372082,,Texas,Madison County,11-Sep
retail_and_recreation_percent_change_from_baseline,372083,,Texas,Madison County,12-Sep
grocery_and_pharmacy_percent_change_from_baseline,372083,-24.0,Texas,Madison County,12-Sep
parks_percent_change_from_baseline,372083,,Texas,Madison County,12-Sep
transit_stations_percent_change_from_baseline,372083,,Texas,Madison County,12-Sep
workplaces_percent_change_from_baseline,372083,-20.0,Texas,Madison County,12-Sep
residential_percent_change_from_baseline,372083,,Texas,Madison County,12-Sep
retail_and_recreation_percent_change_from_baseline,372084,,Texas,Madison County,13-Sep
grocery_and_pharmacy_percent_change_from_baseline,372084,-13.0,Texas,Madison County,13-Sep
parks_percent_change_from_baseline,372084,,Texas,Madison County,13-Sep
transit_stations_percent_change_from_baseline,372084,,Texas,Madison County,13-Sep
workplaces_percent_change_from_baseline,372084,,Texas,Madison County,13-Sep
residential_percent_change_from_baseline,372084,,Texas,Madison County,13-Sep
retail_and_recreation_percent_change_from_baseline,372085,,Texas,Madison County,14-Sep
grocery_and_pharmacy_percent_change_from_baseline,372085,-16.0,Texas,Madison County,14-Sep
parks_percent_change_from_baseline,372085,,Texas,Madison County,14-Sep
transit_stations_percent_change_from_baseline,372085,,Texas,Madison County,14-Sep
workplaces_percent_change_from_baseline,372085,-18.0,Texas,Madison County,14-Sep
residential_percent_change_from_baseline,372085,,Texas,Madison County,14-Sep
retail_and_recreation_percent_change_from_baseline,372086,,Texas,Madison County,15-Sep
grocery_and_pharmacy_percent_change_from_baseline,372086,,Texas,Madison County,15-Sep
parks_percent_change_from_baseline,372086,,Texas,Madison County,15-Sep
transit_stations_percent_change_from_baseline,372086,,Texas,Madison County,15-Sep
workplaces_percent_change_from_baseline,372086,-22.0,Texas,Madison County,15-Sep
residential_percent_change_from_baseline,372086,,Texas,Madison County,15-Sep
retail_and_recreation_percent_change_from_baseline,372087,,Texas,Madison County,16-Sep
grocery_and_pharmacy_percent_change_from_baseline,372087,,Texas,Madison County,16-Sep
parks_percent_change_from_baseline,372087,,Texas,Madison County,16-Sep
transit_stations_percent_change_from_baseline,372087,,Texas,Madison County,16-Sep
workplaces_percent_change_from_baseline,372087,-20.0,Texas,Madison County,16-Sep
residential_percent_change_from_baseline,372087,,Texas,Madison County,16-Sep
retail_and_recreation_percent_change_from_baseline,372088,,Texas,Madison County,17-Sep
grocery_and_pharmacy_percent_change_from_baseline,372088,-11.0,Texas,Madison County,17-Sep
parks_percent_change_from_baseline,372088,,Texas,Madison County,17-Sep
transit_stations_percent_change_from_baseline,372088,,Texas,Madison County,17-Sep
workplaces_percent_change_from_baseline,372088,-21.0,Texas,Madison County,17-Sep
residential_percent_change_from_baseline,372088,,Texas,Madison County,17-Sep
retail_and_recreation_percent_change_from_baseline,372089,,Texas,Madison County,18-Sep
grocery_and_pharmacy_percent_change_from_baseline,372089,-9.0,Texas,Madison County,18-Sep
parks_percent_change_from_baseline,372089,,Texas,Madison County,18-Sep
transit_stations_percent_change_from_baseline,372089,,Texas,Madison County,18-Sep
workplaces_percent_change_from_baseline,372089,-23.0,Texas,Madison County,18-Sep
residential_percent_change_from_baseline,372089,,Texas,Madison County,18-Sep
retail_and_recreation_percent_change_from_baseline,372090,,Texas,Madison County,19-Sep
grocery_and_pharmacy_percent_change_from_baseline,372090,-17.0,Texas,Madison County,19-Sep
parks_percent_change_from_baseline,372090,,Texas,Madison County,19-Sep
transit_stations_percent_change_from_baseline,372090,,Texas,Madison County,19-Sep
workplaces_percent_change_from_baseline,372090,-16.0,Texas,Madison County,19-Sep
residential_percent_change_from_baseline,372090,,Texas,Madison County,19-Sep
retail_and_recreation_percent_change_from_baseline,372091,,Texas,Madison County,20-Sep
grocery_and_pharmacy_percent_change_from_baseline,372091,-3.0,Texas,Madison County,20-Sep
parks_percent_change_from_baseline,372091,,Texas,Madison County,20-Sep
transit_stations_percent_change_from_baseline,372091,,Texas,Madison County,20-Sep
workplaces_percent_change_from_baseline,372091,,Texas,Madison County,20-Sep
residential_percent_change_from_baseline,372091,,Texas,Madison County,20-Sep
retail_and_recreation_percent_change_from_baseline,372092,,Texas,Madison County,21-Sep
grocery_and_pharmacy_percent_change_from_baseline,372092,-20.0,Texas,Madison County,21-Sep
parks_percent_change_from_baseline,372092,,Texas,Madison County,21-Sep
transit_stations_percent_change_from_baseline,372092,,Texas,Madison County,21-Sep
workplaces_percent_change_from_baseline,372092,-25.0,Texas,Madison County,21-Sep
residential_percent_change_from_baseline,372092,,Texas,Madison County,21-Sep
retail_and_recreation_percent_change_from_baseline,372093,,Texas,Madison County,22-Sep
grocery_and_pharmacy_percent_change_from_baseline,372093,,Texas,Madison County,22-Sep
parks_percent_change_from_baseline,372093,,Texas,Madison County,22-Sep
transit_stations_percent_change_from_baseline,372093,,Texas,Madison County,22-Sep
workplaces_percent_change_from_baseline,372093,-21.0,Texas,Madison County,22-Sep
residential_percent_change_from_baseline,372093,,Texas,Madison County,22-Sep
retail_and_recreation_percent_change_from_baseline,372094,,Texas,Madison County,23-Sep
grocery_and_pharmacy_percent_change_from_baseline,372094,,Texas,Madison County,23-Sep
parks_percent_change_from_baseline,372094,,Texas,Madison County,23-Sep
transit_stations_percent_change_from_baseline,372094,,Texas,Madison County,23-Sep
workplaces_percent_change_from_baseline,372094,-14.0,Texas,Madison County,23-Sep
residential_percent_change_from_baseline,372094,,Texas,Madison County,23-Sep
retail_and_recreation_percent_change_from_baseline,372095,,Texas,Madison County,24-Sep
grocery_and_pharmacy_percent_change_from_baseline,372095,-9.0,Texas,Madison County,24-Sep
parks_percent_change_from_baseline,372095,,Texas,Madison County,24-Sep
transit_stations_percent_change_from_baseline,372095,,Texas,Madison County,24-Sep
workplaces_percent_change_from_baseline,372095,-15.0,Texas,Madison County,24-Sep
residential_percent_change_from_baseline,372095,,Texas,Madison County,24-Sep
retail_and_recreation_percent_change_from_baseline,372096,,Texas,Madison County,25-Sep
grocery_and_pharmacy_percent_change_from_baseline,372096,-14.0,Texas,Madison County,25-Sep
parks_percent_change_from_baseline,372096,,Texas,Madison County,25-Sep
transit_stations_percent_change_from_baseline,372096,,Texas,Madison County,25-Sep
workplaces_percent_change_from_baseline,372096,-21.0,Texas,Madison County,25-Sep
residential_percent_change_from_baseline,372096,,Texas,Madison County,25-Sep
retail_and_recreation_percent_change_from_baseline,372097,,Texas,Madison County,26-Sep
grocery_and_pharmacy_percent_change_from_baseline,372097,-19.0,Texas,Madison County,26-Sep
parks_percent_change_from_baseline,372097,,Texas,Madison County,26-Sep
transit_stations_percent_change_from_baseline,372097,,Texas,Madison County,26-Sep
workplaces_percent_change_from_baseline,372097,-11.0,Texas,Madison County,26-Sep
residential_percent_change_from_baseline,372097,,Texas,Madison County,26-Sep
retail_and_recreation_percent_change_from_baseline,372098,,Texas,Madison County,27-Sep
grocery_and_pharmacy_percent_change_from_baseline,372098,-12.0,Texas,Madison County,27-Sep
parks_percent_change_from_baseline,372098,,Texas,Madison County,27-Sep
transit_stations_percent_change_from_baseline,372098,,Texas,Madison County,27-Sep
workplaces_percent_change_from_baseline,372098,,Texas,Madison County,27-Sep
residential_percent_change_from_baseline,372098,,Texas,Madison County,27-Sep
retail_and_recreation_percent_change_from_baseline,372099,,Texas,Madison County,28-Sep
grocery_and_pharmacy_percent_change_from_baseline,372099,-11.0,Texas,Madison County,28-Sep
parks_percent_change_from_baseline,372099,,Texas,Madison County,28-Sep
transit_stations_percent_change_from_baseline,372099,,Texas,Madison County,28-Sep
workplaces_percent_change_from_baseline,372099,-20.0,Texas,Madison County,28-Sep
residential_percent_change_from_baseline,372099,,Texas,Madison County,28-Sep
retail_and_recreation_percent_change_from_baseline,372100,,Texas,Madison County,29-Sep
grocery_and_pharmacy_percent_change_from_baseline,372100,,Texas,Madison County,29-Sep
parks_percent_change_from_baseline,372100,,Texas,Madison County,29-Sep
transit_stations_percent_change_from_baseline,372100,,Texas,Madison County,29-Sep
workplaces_percent_change_from_baseline,372100,-15.0,Texas,Madison County,29-Sep
residential_percent_change_from_baseline,372100,,Texas,Madison County,29-Sep
retail_and_recreation_percent_change_from_baseline,372101,,Texas,Madison County,30-Sep
grocery_and_pharmacy_percent_change_from_baseline,372101,,Texas,Madison County,30-Sep
parks_percent_change_from_baseline,372101,,Texas,Madison County,30-Sep
transit_stations_percent_change_from_baseline,372101,,Texas,Madison County,30-Sep
workplaces_percent_change_from_baseline,372101,-19.0,Texas,Madison County,30-Sep
residential_percent_change_from_baseline,372101,,Texas,Madison County,30-Sep
retail_and_recreation_percent_change_from_baseline,372102,,Texas,Madison County,01-Oct
